quantile,npv_eur
0.027100000000000003,-145685.25199999998
0.027200000000000002,-145474.264
0.0273,-145263.276
0.0274,-145052.288
0.0275,-144841.3
0.027600000000000003,-144630.31199999998
0.027700000000000002,-144419.324
0.027800000000000002,-144208.336
0.0279,-143997.348
0.028,-143786.36
0.0281,-143575.372
0.028200000000000003,-143364.384
0.028300000000000002,-143153.396
0.0284,-142942.408
0.0285,-142731.41999999998
0.0286,-142520.432
0.0287,-142309.44400000002
0.028800000000000003,-142098.456
0.028900000000000002,-141887.468
0.029,-141676.47999999998
0.0291,-141465.492
0.0292,-141254.50400000002
0.029300000000000003,-141043.516
0.029400000000000003,-140832.528
0.029500000000000002,-140621.53999999998
0.0296,-140410.552
0.0297,-140199.564
0.0298,-139988.576
0.029900000000000003,-139777.588
0.030000000000000002,-139566.6
0.030100000000000002,-139355.612
0.0302,-139144.624
0.0303,-138933.636
0.0304,-138722.648
0.030500000000000003,-138511.66
0.030600000000000002,-138300.672
0.0307,-138089.684
0.0308,-137878.696
0.0309,-137667.70799999998
0.031,-137456.72
0.031100000000000003,-137245.732
0.031200000000000002,-137034.744
0.0313,-136823.756
0.031400000000000004,-136612.76799999998
0.0315,-136401.78
0.0316,-136190.792
0.0317,-135979.804
0.0318,-135768.816
0.031900000000000005,-135557.82799999998
0.032,-135346.84
0.032100000000000004,-135135.852
0.0322,-134924.864
0.0323,-134713.876
0.0324,-134502.888
0.0325,-134291.9
0.032600000000000004,-134080.912
0.0327,-133869.924
0.0328,-133658.936
0.0329,-133447.948
0.033,-133236.96
0.033100000000000004,-133025.972
0.0332,-132814.984
0.0333,-132603.99599999998
0.0334,-132393.008
0.0335,-132182.02
0.033600000000000005,-131971.032
0.0337,-131760.044
0.033800000000000004,-131549.05599999998
0.0339,-131338.068
0.034,-131127.08000000002
0.0341,-130916.092
0.0342,-130705.10399999999
0.034300000000000004,-130494.116
0.0344,-130283.128
0.0345,-130072.14
0.0346,-129861.152
0.0347,-129650.16399999999
0.034800000000000005,-129439.17599999999
0.0349,-129228.188
0.035,-129017.2
0.0351,-128806.212
0.0352,-128595.224
0.035300000000000005,-128384.23599999999
0.0354,-128173.24799999999
0.035500000000000004,-127962.26
0.0356,-127751.272
0.0357,-127540.284
0.0358,-127329.296
0.0359,-127118.30799999999
0.036000000000000004,-126907.31999999999
0.0361,-126696.332
0.0362,-126485.344
0.0363,-126274.356
0.0364,-126063.368
0.036500000000000005,-125852.37999999999
0.0366,-125641.39199999999
0.0367,-125430.404
0.0368,-125219.416
0.0369,-125008.428
0.037000000000000005,-124797.43999999999
0.0371,-124586.452
0.037200000000000004,-124375.46399999999
0.0373,-124164.476
0.0374,-123953.488
0.0375,-123742.5
0.0376,-123531.512
0.037700000000000004,-123320.52399999999
0.0378,-123109.536
0.0379,-122898.548
0.038,-122687.56
0.0381,-122476.572
0.038200000000000005,-122265.58399999999
0.0383,-122054.596
0.038400000000000004,-121843.608
0.0385,-121632.62
0.0386,-121421.632
0.038700000000000005,-121210.64399999999
0.0388,-120999.656
0.038900000000000004,-120788.66799999999
0.039,-120577.68
0.0391,-120366.692
0.0392,-120155.704
0.0393,-119944.716
0.039400000000000004,-119733.72799999999
0.0395,-119522.74
0.0396,-119311.752
0.0397,-119100.764
0.0398,-118889.776
0.039900000000000005,-118678.78799999999
0.04,-118467.8
0.040100000000000004,-118256.81199999999
0.0402,-118045.82400000001
0.0403,-117834.836
0.040400000000000005,-117623.84799999998
0.0405,-117412.86
0.040600000000000004,-117201.87199999999
0.0407,-116990.884
0.0408,-116779.896
0.0409,-116568.908
0.041,-116357.92
0.041100000000000005,-116146.93199999999
0.0412,-115935.944
0.0413,-115724.95599999999
0.0414,-115513.96800000001
0.0415,-115302.98
0.041600000000000005,-115091.99199999998
0.0417,-114881.004
0.041800000000000004,-114670.01599999999
0.0419,-114459.028
0.042,-114248.04
0.042100000000000005,-114037.05199999998
0.0422,-113826.064
0.042300000000000004,-113615.07599999999
0.0424,-113404.088
0.0425,-113193.09999999999
0.0426,-112982.11200000001
0.0427,-112771.124
0.042800000000000005,-112560.13599999998
0.0429,-112349.148
0.043000000000000003,-112138.15999999999
0.0431,-111927.172
0.0432,-111716.184
0.043300000000000005,-111505.196
0.0434,-111294.208
0.043500000000000004,-111083.21999999999
0.0436,-110872.232
0.0437,-110661.24399999999
0.0438,-110450.25600000001
0.0439,-110239.268
0.044000000000000004,-110028.27999999998
0.0441,-109817.292
0.0442,-109606.30399999999
0.0443,-109395.316
0.0444,-109184.328
0.044500000000000005,-108973.34
0.0446,-108762.352
0.044700000000000004,-108551.36399999999
0.0448,-108340.376
0.0449,-108129.38799999999
0.045000000000000005,-107918.4
0.0451,-107707.412
0.045200000000000004,-107496.42399999998
0.0453,-107285.436
0.0454,-107074.44799999999
0.0455,-106863.46
0.0456,-106652.472
0.045700000000000005,-106441.484
0.0458,-106230.496
0.0459,-106019.50799999999
0.046,-105808.52
0.0461,-105597.53199999999
0.046200000000000005,-105386.544
0.0463,-105175.556
0.046400000000000004,-104964.568
0.0465,-104753.58
0.0466,-104542.59199999999
0.046700000000000005,-104331.60399999999
0.0468,-104120.616
0.046900000000000004,-103909.628
0.047,-103698.64
0.0471,-103487.65199999999
0.0472,-103276.664
0.0473,-103065.67599999999
0.047400000000000005,-102854.688
0.0475,-102643.7
0.0476,-102432.712
0.0477,-102221.724
0.0478,-102010.73599999999
0.047900000000000005,-101799.74799999999
0.048,-101588.76
0.048100000000000004,-101377.772
0.0482,-101166.784
0.0483,-100955.79599999999
0.048400000000000006,-100744.80799999999
0.0485,-100533.81999999999
0.048600000000000004,-100322.832
0.0487,-100111.844
0.0488,-99900.856
0.0489,-99689.868
0.049,-99478.87999999999
0.049100000000000005,-99267.89199999999
0.0492,-99056.904
0.049300000000000004,-98845.916
0.0494,-98634.928
0.0495,-98423.94
0.049600000000000005,-98212.95199999999
0.0497,-98001.96399999999
0.049800000000000004,-97790.976
0.0499,-97579.988
0.05,-97369.0
0.050100000000000006,-97333.51244444444
0.0502,-97298.02488888889
0.050300000000000004,-97262.53733333333
0.0504,-97227.04977777778
0.0505,-97191.56222222222
0.0506,-97156.07466666667
0.0507,-97120.5871111111
0.050800000000000005,-97085.09955555556
0.0509,-97049.612
0.051000000000000004,-97014.12444444445
0.0511,-96978.63688888888
0.0512,-96943.14933333333
0.051300000000000005,-96907.66177777777
0.0514,-96872.17422222222
0.051500000000000004,-96836.68666666666
0.0516,-96801.19911111111
0.0517,-96765.71155555555
0.051800000000000006,-96730.224
0.0519,-96694.73644444444
0.052000000000000005,-96659.24888888889
0.0521,-96623.76133333333
0.0522,-96588.27377777778
0.0523,-96552.78622222222
0.0524,-96517.29866666667
0.052500000000000005,-96481.8111111111
0.0526,-96446.32355555556
0.052700000000000004,-96410.836
0.0528,-96375.34844444445
0.0529,-96339.86088888888
0.053000000000000005,-96304.37333333334
0.0531,-96268.88577777777
0.053200000000000004,-96233.39822222223
0.0533,-96197.91066666666
0.0534,-96162.42311111111
0.053500000000000006,-96126.93555555555
0.0536,-96091.448
0.053700000000000005,-96055.96044444444
0.0538,-96020.4728888889
0.0539,-95984.98533333333
0.054,-95949.49777777778
0.0541,-95914.01022222222
0.054200000000000005,-95878.52266666667
0.0543,-95843.03511111111
0.054400000000000004,-95807.54755555556
0.0545,-95772.06
0.0546,-95736.57244444445
0.054700000000000006,-95701.08488888889
0.0548,-95665.59733333334
0.054900000000000004,-95630.10977777778
0.055,-95594.62222222223
0.0551,-95559.13466666666
0.055200000000000006,-95523.64711111112
0.0553,-95488.15955555555
0.055400000000000005,-95452.672
0.0555,-95417.18444444444
0.055600000000000004,-95381.6968888889
0.0557,-95346.20933333333
0.0558,-95310.72177777778
0.055900000000000005,-95275.23422222222
0.056,-95239.74666666667
0.056100000000000004,-95204.25911111111
0.0562,-95168.77155555556
0.0563,-95133.284
0.056400000000000006,-95097.79644444444
0.0565,-95062.30888888889
0.056600000000000004,-95026.82133333333
0.0567,-94991.33377777778
0.0568,-94955.84622222222
0.056900000000000006,-94920.35866666667
0.057,-94884.8711111111
0.057100000000000005,-94849.38355555556
0.0572,-94813.89600000001
0.057300000000000004,-94778.40844444445
0.0574,-94742.92088888888
0.0575,-94707.43333333333
0.057600000000000005,-94671.94577777777
0.0577,-94636.45822222222
0.057800000000000004,-94600.97066666666
0.0579,-94565.48311111111
0.058,-94529.99555555555
0.058100000000000006,-94494.508
0.0582,-94459.02044444444
0.058300000000000005,-94423.53288888889
0.0584,-94388.04533333333
0.0585,-94352.55777777778
0.058600000000000006,-94317.07022222222
0.0587,-94281.58266666667
0.058800000000000005,-94246.0951111111
0.0589,-94210.60755555556
0.059000000000000004,-94175.12
0.0591,-94139.63244444445
0.0592,-94104.14488888888
0.059300000000000005,-94068.65733333334
0.0594,-94033.16977777777
0.059500000000000004,-93997.68222222223
0.0596,-93962.19466666666
0.0597,-93926.70711111111
0.059800000000000006,-93891.21955555555
0.0599,-93855.732
0.060000000000000005,-93820.24444444444
0.0601,-93784.75688888889
0.060200000000000004,-93749.26933333333
0.0603,-93713.78177777778
0.0604,-93678.29422222222
0.060500000000000005,-93642.80666666667
0.0606,-93607.31911111111
0.060700000000000004,-93571.83155555556
0.0608,-93536.344
0.0609,-93500.85644444445
0.061000000000000006,-93465.36888888889
0.0611,-93429.88133333334
0.061200000000000004,-93394.39377777778
0.0613,-93358.90622222223
0.0614,-93323.41866666666
0.061500000000000006,-93287.93111111112
0.0616,-93252.44355555555
0.061700000000000005,-93216.956
0.0618,-93181.46844444444
0.061900000000000004,-93145.9808888889
0.062,-93110.49333333333
0.0621,-93075.00577777778
0.062200000000000005,-93039.51822222222
0.0623,-93004.03066666667
0.062400000000000004,-92968.54311111111
0.0625,-92933.05555555556
0.0626,-92897.568
0.0627,-92862.08044444444
0.06280000000000001,-92826.59288888889
0.0629,-92791.10533333334
0.063,-92755.61777777778
0.0631,-92720.13022222221
0.0632,-92684.64266666667
0.06330000000000001,-92649.1551111111
0.0634,-92613.66755555556
0.0635,-92578.18
0.0636,-92542.69244444444
0.0637,-92507.20488888888
0.06380000000000001,-92471.71733333333
0.0639,-92436.22977777779
0.064,-92400.74222222222
0.0641,-92365.25466666666
0.06420000000000001,-92329.76711111111
0.06430000000000001,-92294.27955555555
0.0644,-92258.792
0.0645,-92223.30444444444
0.0646,-92187.81688888889
0.06470000000000001,-92152.32933333333
0.0648,-92116.84177777778
0.0649,-92081.35422222222
0.065,-92045.86666666667
0.0651,-92010.3791111111
0.06520000000000001,-91974.89155555556
0.0653,-91939.40400000001
0.0654,-91903.91644444445
0.0655,-91868.42888888888
0.0656,-91832.94133333334
0.06570000000000001,-91797.45377777777
0.0658,-91761.96622222223
0.0659,-91726.47866666666
0.066,-91690.99111111111
0.0661,-91655.50355555555
0.06620000000000001,-91620.016
0.0663,-91584.52844444444
0.0664,-91549.04088888889
0.0665,-91513.55333333333
0.0666,-91478.06577777778
0.06670000000000001,-91442.57822222222
0.0668,-91407.09066666667
0.0669,-91371.60311111111
0.067,-91336.11555555556
0.0671,-91300.628
0.06720000000000001,-91265.14044444443
0.0673,-91229.65288888889
0.0674,-91194.16533333334
0.0675,-91158.67777777778
0.06760000000000001,-91123.19022222223
0.06770000000000001,-91087.70266666666
0.0678,-91052.21511111112
0.0679,-91016.72755555555
0.068,-90981.24
0.06810000000000001,-90945.75244444444
0.0682,-90910.2648888889
0.0683,-90874.77733333333
0.0684,-90839.28977777778
0.0685,-90803.80222222222
0.06860000000000001,-90768.31466666666
0.0687,-90732.82711111111
0.0688,-90697.33955555556
0.0689,-90661.852
0.069,-90626.36444444445
0.06910000000000001,-90590.87688888889
0.0692,-90555.38933333334
0.0693,-90519.90177777778
0.0694,-90484.41422222223
0.0695,-90448.92666666667
0.06960000000000001,-90413.4391111111
0.0697,-90377.95155555556
0.0698,-90342.464
0.0699,-90306.97644444444
0.07,-90271.48888888888
0.07010000000000001,-90236.00133333333
0.0702,-90200.51377777779
0.0703,-90165.02622222222
0.0704,-90129.53866666666
0.07050000000000001,-90094.05111111111
0.07060000000000001,-90058.56355555555
0.0707,-90023.076
0.0708,-89987.58844444444
0.0709,-89952.10088888889
0.07100000000000001,-89916.61333333333
0.0711,-89881.12577777778
0.0712,-89845.63822222222
0.0713,-89810.15066666667
0.0714,-89774.6631111111
0.07150000000000001,-89739.17555555556
0.0716,-89703.688
0.0717,-89668.20044444445
0.0718,-89632.71288888888
0.0719,-89597.22533333334
0.07200000000000001,-89561.73777777777
0.0721,-89526.25022222222
0.0722,-89490.76266666666
0.0723,-89455.27511111111
0.0724,-89419.78755555555
0.07250000000000001,-89384.3
0.0726,-89348.81244444444
0.0727,-89313.32488888889
0.0728,-89277.83733333333
0.0729,-89242.34977777778
0.07300000000000001,-89206.86222222222
0.0731,-89171.37466666667
0.0732,-89135.88711111111
0.0733,-89100.39955555556
0.0734,-89064.912
0.07350000000000001,-89029.42444444445
0.0736,-88993.93688888889
0.0737,-88958.44933333334
0.0738,-88922.96177777777
0.07390000000000001,-88887.47422222223
0.07400000000000001,-88851.98666666666
0.0741,-88816.49911111112
0.0742,-88781.01155555555
0.0743,-88745.524
0.07440000000000001,-88710.03644444444
0.0745,-88674.5488888889
0.0746,-88639.06133333333
0.0747,-88603.57377777778
0.0748,-88568.08622222222
0.07490000000000001,-88532.59866666666
0.075,-88497.11111111111
0.0751,-88461.62355555556
0.0752,-88426.136
0.0753,-88390.64844444444
0.07540000000000001,-88355.16088888889
0.0755,-88319.67333333334
0.0756,-88284.18577777778
0.0757,-88248.69822222221
0.0758,-88213.21066666667
0.07590000000000001,-88177.7231111111
0.076,-88142.23555555556
0.0761,-88106.74799999999
0.0762,-88071.26044444444
0.0763,-88035.77288888888
0.07640000000000001,-88000.28533333333
0.0765,-87964.79777777779
0.0766,-87929.31022222222
0.0767,-87893.82266666666
0.07680000000000001,-87858.33511111111
0.07690000000000001,-87822.84755555555
0.077,-87787.36
0.0771,-87751.87244444445
0.0772,-87716.38488888889
0.07730000000000001,-87680.89733333333
0.07740000000000001,-87645.40977777778
0.0775,-87609.92222222223
0.0776,-87574.43466666667
0.0777,-87538.9471111111
0.07780000000000001,-87503.45955555556
0.0779,-87467.97200000001
0.078,-87432.48444444445
0.0781,-87396.99688888888
0.0782,-87361.50933333334
0.07830000000000001,-87326.02177777777
0.0784,-87290.53422222222
0.0785,-87255.04666666666
0.0786,-87219.55911111111
0.0787,-87184.07155555555
0.07880000000000001,-87148.584
0.0789,-87113.09644444444
0.079,-87077.60888888889
0.0791,-87042.12133333333
0.0792,-87006.63377777778
0.07930000000000001,-86971.14622222222
0.0794,-86935.65866666667
0.0795,-86900.1711111111
0.0796,-86864.68355555556
0.07970000000000001,-86829.196
0.07980000000000001,-86793.70844444445
0.0799,-86758.22088888889
0.08,-86722.73333333334
0.0801,-86687.24577777777
0.08020000000000001,-86651.75822222223
0.08030000000000001,-86616.27066666666
0.0804,-86580.78311111112
0.0805,-86545.29555555555
0.0806,-86509.808
0.08070000000000001,-86474.32044444444
0.08080000000000001,-86438.8328888889
0.0809,-86403.34533333333
0.081,-86367.85777777778
0.0811,-86332.37022222222
0.08120000000000001,-86296.88266666667
0.0813,-86261.39511111111
0.0814,-86225.90755555556
0.0815,-86190.42
0.0816,-86154.93244444445
0.08170000000000001,-86119.44488888889
0.0818,-86083.95733333334
0.0819,-86048.46977777778
0.082,-86012.98222222223
0.0821,-85977.49466666667
0.08220000000000001,-85942.0071111111
0.0823,-85906.51955555555
0.0824,-85871.032
0.0825,-85835.54444444444
0.0826,-85800.05688888888
0.08270000000000001,-85764.56933333333
0.0828,-85729.08177777778
0.0829,-85693.59422222222
0.083,-85658.10666666666
0.08310000000000001,-85622.61911111111
0.08320000000000001,-85587.13155555555
0.0833,-85551.644
0.0834,-85516.15644444444
0.0835,-85480.66888888889
0.08360000000000001,-85445.18133333333
0.08370000000000001,-85409.69377777778
0.0838,-85374.20622222222
0.0839,-85338.71866666667
0.084,-85303.2311111111
0.08410000000000001,-85267.74355555556
0.08420000000000001,-85232.256
0.0843,-85196.76844444445
0.0844,-85161.28088888888
0.0845,-85125.79333333333
0.08460000000000001,-85090.30577777777
0.0847,-85054.81822222222
0.0848,-85019.33066666666
0.0849,-84983.84311111111
0.085,-84948.35555555555
0.08510000000000001,-84912.868
0.0852,-84877.38044444445
0.0853,-84841.89288888889
0.0854,-84806.40533333333
0.0855,-84770.91777777778
0.08560000000000001,-84735.43022222222
0.0857,-84699.94266666667
0.0858,-84664.4551111111
0.0859,-84628.96755555556
0.08600000000000001,-84593.48
0.08610000000000001,-84557.99244444445
0.0862,-84522.50488888889
0.0863,-84487.01733333334
0.0864,-84451.52977777777
0.08650000000000001,-84416.04222222223
0.08660000000000001,-84380.55466666666
0.0867,-84345.06711111112
0.0868,-84309.57955555555
0.0869,-84274.092
0.08700000000000001,-84238.60444444444
0.08710000000000001,-84203.11688888888
0.0872,-84167.62933333333
0.0873,-84132.14177777778
0.0874,-84096.65422222222
0.08750000000000001,-84061.16666666666
0.0876,-84025.67911111111
0.0877,-83990.19155555556
0.0878,-83954.704
0.0879,-83919.21644444444
0.08800000000000001,-83883.72888888889
0.0881,-83848.24133333334
0.0882,-83812.75377777778
0.0883,-83777.26622222223
0.0884,-83741.77866666667
0.08850000000000001,-83706.2911111111
0.0886,-83670.80355555555
0.0887,-83635.316
0.0888,-83599.82844444444
0.0889,-83564.3408888889
0.08900000000000001,-83528.85333333333
0.0891,-83493.36577777778
0.0892,-83457.87822222222
0.0893,-83422.39066666667
0.08940000000000001,-83386.90311111111
0.08950000000000001,-83351.41555555555
0.0896,-83315.928
0.0897,-83280.44044444445
0.0898,-83244.95288888889
0.08990000000000001,-83209.46533333333
0.09000000000000001,-83173.97777777778
0.0901,-83138.49022222223
0.0902,-83103.00266666667
0.0903,-83067.5151111111
0.09040000000000001,-83032.02755555556
0.09050000000000001,-82996.54
0.0906,-82961.05244444445
0.0907,-82925.56488888888
0.0908,-82890.07733333333
0.09090000000000001,-82854.58977777777
0.091,-82819.10222222222
0.0911,-82783.61466666666
0.0912,-82748.12711111111
0.0913,-82712.63955555555
0.09140000000000001,-82677.152
0.0915,-82641.66444444444
0.0916,-82606.17688888889
0.0917,-82570.68933333333
0.0918,-82535.20177777778
0.09190000000000001,-82499.71422222222
0.092,-82464.22666666667
0.0921,-82428.7391111111
0.0922,-82393.25155555556
0.09230000000000001,-82357.764
0.09240000000000001,-82322.27644444445
0.0925,-82286.78888888888
0.0926,-82251.30133333334
0.0927,-82215.81377777777
0.09280000000000001,-82180.32622222223
0.09290000000000001,-82144.83866666666
0.093,-82109.35111111111
0.0931,-82073.86355555555
0.0932,-82038.376
0.09330000000000001,-82002.88844444444
0.09340000000000001,-81967.4008888889
0.0935,-81931.91333333333
0.0936,-81896.42577777778
0.0937,-81860.93822222222
0.09380000000000001,-81825.45066666667
0.09390000000000001,-81789.96311111111
0.094,-81754.47555555556
0.0941,-81718.988
0.0942,-81683.50044444445
0.09430000000000001,-81648.01288888889
0.0944,-81612.52533333334
0.0945,-81577.03777777778
0.0946,-81541.55022222223
0.0947,-81506.06266666666
0.09480000000000001,-81470.5751111111
0.0949,-81435.08755555555
0.095,-81399.6
0.0951,-81364.11244444444
0.0952,-81328.62488888888
0.09530000000000001,-81293.13733333333
0.0954,-81257.64977777778
0.0955,-81222.16222222222
0.0956,-81186.67466666666
0.09570000000000001,-81151.18711111111
0.09580000000000001,-81115.69955555555
0.0959,-81080.212
0.096,-81044.72444444444
0.0961,-81009.23688888889
0.09620000000000001,-80973.74933333333
0.09630000000000001,-80938.26177777778
0.0964,-80902.77422222222
0.0965,-80867.28666666667
0.0966,-80831.79911111112
0.09670000000000001,-80796.31155555556
0.09680000000000001,-80760.824
0.0969,-80725.33644444445
0.097,-80689.8488888889
0.0971,-80654.36133333333
0.09720000000000001,-80618.87377777777
0.09730000000000001,-80583.38622222222
0.0974,-80547.89866666668
0.0975,-80512.41111111111
0.0976,-80476.92355555555
0.09770000000000001,-80441.436
0.0978,-80405.94844444445
0.0979,-80370.46088888889
0.098,-80334.97333333333
0.0981,-80299.48577777778
0.09820000000000001,-80263.99822222222
0.0983,-80228.51066666667
0.0984,-80193.0231111111
0.0985,-80157.53555555556
0.09860000000000001,-80122.048
0.09870000000000001,-80086.56044444445
0.0988,-80051.07288888888
0.0989,-80015.58533333334
0.099,-79980.09777777777
0.09910000000000001,-79944.61022222223
0.09920000000000001,-79909.12266666666
0.0993,-79873.63511111111
0.0994,-79838.14755555555
0.0995,-79802.66
0.09960000000000001,-79767.17244444444
0.09970000000000001,-79731.68488888888
0.0998,-79696.19733333333
0.0999,-79660.70977777778
0.1,-79625.22222222222
0.10010000000000001,-79589.73466666666
0.10020000000000001,-79554.24711111111
0.1003,-79518.75955555556
0.1004,-79483.272
0.1005,-79447.78444444443
0.10060000000000001,-79412.29688888889
0.10070000000000001,-79376.80933333334
0.1008,-79341.32177777778
0.1009,-79305.83422222221
0.101,-79270.34666666666
